Id,SalePrice
U7whXhR0NtRb2VTK,6819822.695764641
VP1NDCBMrjip2Bnd,8146121.288897995
SOZVhFbbbVloA5qP,994526.9538384294
pJS9qvsg4qskb1P9,19280584.215115342
Rfg7BpDZLZd445AX,1432772.457495651
olfnSSZRvyQuIxaI,30211394.572538525
x61xqhi8kwd9xmmN,5824268.614116621
ejGoSLE9isKffLmw,2727148.3482658663
Vx7bSFwMnNMCx9oB,3295468.0431402284
S9TXbscnO5DoawSU,3025325.295250772
WdVARdRcN8x7AK1d,5880997.360717148
pStv2kkxELhBBK2G,6534123.0144002605
LPJuTqqcd2bQpaQk,8636456.229017617
CjKHQBAnor8AP2eB,4331038.112701579
PIo9FQYkpDvE32Cw,9673437.551941097
Q8dFQs5lhVAiEJTE,14569354.718080224
GVWNfdARZFl4J5Wx,2790911.029465284
yfvg6l0mtujabRT0,12769546.68943796
PVAuCtLbP23qr2zL,5684598.051778733
iwJrgniIhfPTCTmt,3381685.7630612683
tvGpSGlGKclWmFYm,6863167.036877606
Ak8AvJmjEw3jSzPD,2558409.792177581
z2CovcitJJmVZFvU,15211362.595071694
XCs3JK6zTfApKRQq,10250943.150836002
ycrEEXCVOZ2VFtDj,4559440.770631162
MheS1bq7OcDGJ05M,1155002.214011203
pAlE5srDfK8zDu8o,8928222.10930538
ObAaFE67g31BlRpo,4715074.109688828
uX03fWvPUQI1k24X,10189333.715823844
qYtmXmJZcCxsYR16,4281621.393582889
xOpEoO94sMg0pmgK,3051062.4716551723
WOqQh2t52P3sHypx,3490940.104734159
zSOQn8ONXwfK1YMz,2443666.2510216055
wErmbQpjJ0KXYt3g,499933.0369576868
PZkZQcO1joCaJu4m,5480916.02765385
qQsKdbjFMUCiKncB,24353586.22304027
VGsTcb8wMZWT5UjC,5927577.7404295
kzk36KgPb6OHgRGQ,16357387.739323618
wv16qReSoCwACjGq,50739474.55680831
CqnauNV66YHe1gks,4274764.460528142
oEXDouE9eVB5K8T0,2992714.5676128524
lQtwWVt7IM3E2gLv,26040690.0554947
C1tDWNNe6GWNzjxF,5383905.053468675
hPQk6g6q96fEA6qf,4823629.713428516
z8DrddTDmE9edR3g,1696646.007408884
HUJHDhbsEKjDU375,2228696.5092999856
HCvpwrAaIz1gj9vB,9295077.15279706
uxdQDOZMTkgMXF87,40294906.71931135
E0gBmfDjtixwUA0k,8053283.799982538
IkZq7qHsY3vSSwcR,3203383.235586546
WR60rAEhGqmpGGPQ,4670555.159353407
QNiCWRVsm0DOcqkc,7628051.024612588
qFavghdEze2w15he,4239397.12956762
sZl3Xo0wUvZqHF95,4105248.4162244056
u1ABCsLuOqw7xeSg,4743883.82355804
JrPbCAZvRUc1oIqh,2750842.7974446598
yn5Kp6YGrksLtWaR,868199.5012991184
sDbbvPTKNYvnkBEP,2390816.385275561
QgT6Z9Min017dB2H,3931389.9225434246
WKx1rO3DeALb6HGl,19626338.80825443
ByxhTXwxWIzViLVM,1327624.6703566061
yXEw1aQQMhSrxqSR,1243140.8045861812
slnIW7o6rSjiHBTo,5298120.759234806
TS475FK6SbqORxRf,8149053.043776059
cnK6gMaFxsDO9UyT,2540958.779927735
MrPuFIhhBsGLWG6j,5176841.421644034
z5r0q3mS6g4AdXmz,3301779.591819313
Xsn2nvFborqzWEDy,1486928.3803294464
Eg79yeZBAFgZzKmd,9878131.513901588
hXBEiDoNgbjADWN3,3425105.246067315
qLDW5vb8gODBBvrP,5352229.117974054
ZdlblPDUtFcPzPVG,2661624.6583285956
JQjuVCoV1cMPIlE8,3569218.2378970846
kEXBTA7suwUCFuDy,10372586.603164392
aCNZPpPNGfirFbiq,8073132.042927286
YBDD94i8AhJFvNTX,1969675.7353491373
q7uATN6vpk4oQd7Z,2695758.7426576004
gguJ9pV2OYi3Jk0q,5159216.397990757
QTSwKBCSHsVJ98Qs,600754.2592613171
xBjTFMnuysBHgGwy,2345844.1063579316
ZifOqSywxPB5pOc9,16026543.899554508
fKmpn4H3GLyD2PUy,6975951.816922412
h2nph9dHHWa0J6fb,1310325.223764252
ZmcP061oB7pLvwWI,3904356.9908429002
HhAGxXznlCCHBLRq,7364217.867471559
WairBGJvbWqBhyfr,5114780.412689924
am6VBxbgo9B6nEi2,12261651.492059154
T30SXsl2ZVCbhIf2,7066785.76703307
Az6W8JkPtYh5UXJH,7479337.666049947
TP3o1eIQ3EkvnejY,11374389.63034805
APeCKSkTyUA17R6k,3174829.2187686125
R02iMiEZkmsiwn0U,5025698.6616346175
RxGjrcrzYj63KzlM,582123.2225520778
dfGXvK2a8KfinpeH,4323144.346732017
ORobsxUS7gfK0bX4,5277782.732944657
AzPpJz3T62VmkxrS,2115873.7522763023
DFfBG3ipPRPVprt3,7541826.35471077
zYZ4mFDXFj8NoiHT,2839386.785660626
MwV3Ve3wqFjXXIEQ,75610807.20608714
YGvFSY3UbKzqUWsu,14682128.33224864
EgApP0wpkfO5czAT,7722816.710741343
yaEMimjW6RuytmdP,11364762.698390294
swYl8YGXondenmoZ,2669047.775538622
QQrkTCqzHS3JKGyi,12607159.577418536
rTcCpOJ38Pl9tt1E,1263480.4437741016
F0aeIVKrnkIbAl5D,6477231.470527774
fV9iRaOCYqJqr9SS,5155426.576071179
ObVWj9qMlSFLTzD4,1122370.4564998935
n1e7tlFzODL1Je5e,418691.8078006012
ByzgK6XH2FXj3Zc9,3377224.970288551
mbZY6kO9JRKSIYJZ,20065782.187709093
zdEOZ8rVZUIcAsnn,2236267.5518416697
LcHRmjVTUY1d8zAr,12729130.62678484
GpldOFFYRWdLctvy,1455780.712000507
agBX2FCIatw2gl6F,2687262.035677088
qNtrq7aAefpIVJmz,4129578.584201278
nvRQHtY8IPVydFgd,4411603.49124387
iBVc1i0Nz2iVLRsJ,9733079.78380086
DBzhjFNu9v1vJeCD,3021127.7197226984
EIxpX2lay3NyyhmD,29850595.183859844
LraHARJze06NLWEj,2342494.16017416
JaefG5EBsZ0SYwxl,5415045.466791166
Xkb3CuiMr2KfmhLD,5999243.035744634
fNFGKvxBrDUNTwAy,5271030.962782274
y1p1XsrgmvAxIEHf,976439.3414355736
wWqRMAbTZCpNO4ps,5019791.344069916
yFhkc4piKpQm6VYg,4263770.106771721
CDRQ7vsDJH1NHBQx,3707411.428771516
OAfBKiNWwxlng9mn,13773009.022186538
OHxgQWgXCfDf6M78,8813758.255171956
clotOLowKmXI8QYL,1825495.193667934
LPaxAt9FlQWzcXKA,20560814.809871517
ZzotlYNcNBPq7fBB,8974696.804654554
PBG6hOt5APgz8rp8,15592755.698531825
Y5ZFW4XTOyRONMXo,1687329.910865482
U9zBPGFeGJoWnRNd,5775004.860932811
fv5UlMh1Z79JpWia,825429.8915195755
STMFK1u2A2DAdJoL,5524452.922933657
OqLnGFjpkobraVmq,4248394.00438307
XWfag8HrTzUIS1ZE,2567383.2484241985
JXifyDIQDlJqt2RB,28463082.63454403
IuqvjqVrqhABDFNo,2063186.4691183402
iK1jUSPk2MamJTY2,42493878.41640118
jwvjXw6Gwpa194Bt,6206010.807429714
KLL1mBjOqfz3SV8R,13376727.34455001
vjhZ7fGwu9E2auLB,1718528.7290425247
tXIARKw0fhvToapx,4930964.067221257
XnRk3lrWhWEoui7Y,13505617.535625862
pBciCIzGIvsCYXiT,3718928.666089052
xNUaqMw3oII2UTor,8730043.935221419
T9LW8x3knqqPwgkK,3089136.289503197
FgWZozt3nzyCUXnM,9591517.603560008
EoRnK4go0ALg43mw,9447284.440881902
XqL9tVDheeEv2io7,3319168.5016108383
PmwOSKCRuUFPDDBJ,23276114.43412509
WycRuB5bZxXlWV2W,2639701.602965592
YWjv0ZV8eA0mZRF2,39436723.88931927
vk7qCF738HETEQt9,4232494.026815889
YDhAKIfORED4vkHa,14241054.42818524
u9AL6k4rKAvzyy8C,3101476.6502015316
QT1GLgw9A8wfdzeU,1537191.2183277023
iKl5qy3KvaIWHI5R,3430041.938018689
YfKbANQ7jSe2qC9Z,9929557.414719684
MNbXMNnVE0Bqbxf3,262428295.42845738
UjOE3ivHhkdPmXUa,2989995.790039234
hKTU0Op9oP4FvhvB,1028844.6919717628
lT9WVqZ7TkdeINoK,8516218.908801217
kJUVIk8qkUxonpMu,6289697.206274279
TLt2tu487OJzEJy9,2391780.1511185537
GDt9566htTubVXNa,1262795.014224347
xnLBXKCU491czlkd,3765052.9168204507
dk3U2kpoCxE0M3A1,3492360.2138856556
ovUA0IOIK7scMkp0,6546818.6042740615
Ka5lABZoycJYdG0J,2431869.4960248997
Kn0sQ9WYuOaTJup1,21462580.13082738
ZCmnxtyZ2LmAHK6C,3492592.318359925
OzyHgftPmahSMoUy,1725775.0886265796
DCcPK0Bz4s0K94qw,14949805.55045381
SrJnp9FVj1NOaHKD,2918351.4263614705
jFdgPNw1UOrCgz9R,20937474.037759114
D2A41lcn8ogEEv3U,14228261.82531129
bBLdAVyUfZHFc4J8,6407903.789334961
WyDY0LJgEQd3w3oI,297997739.6229454
a4gxzrqCDYXkHVRO,2486396.510440037
Q8tRkhnt1LvzQfbd,11365165.373151032
F9POw6Q1VfzwmvZl,22664742.58167091
OSoIi62sdAPjvwaW,5576672.38900751
lt618dECCJP52hga,1691730.6080204274
H5oSlW1NjS9ZkCUd,4310326.573917431
fHnPAGPz5H4A5ncG,1858832.0894388477
eFfKOULeH9AHevP1,10544011.114065584
pWHziGEbYHeiqxkR,7630886.50830001
A4IbRxiHEW1s4xWm,16823952.72491361
b0xHPupe27UC1FWh,4889558.816148959
pBmRZjKEU8elOEMZ,1576617.2666628782
s24dzeasNBMNF3wQ,6394863.592067961
lL4m4LIGc8eUAGRj,869899.6759896945
BzZWsahUzzS3EQmU,40569113.33694144
BIqC8wsRT6MNxbzM,11807392.651841309
TUGRyPGknO34y8hV,5646613.814061349
ZWSVfJFRnVZDHyzK,10601304.14108873
EqNZT67tmO3KPrqn,6711681.962675339
YfbZKFyAsmd83IJi,2922571.607585973
pItSwTjdw2DINQWs,2053208.3300372453
WaPiavWHltptNbiS,35461971.177452
KmuwdIMCQGWeZDn3,1318768.6336813404
vTJcIJp1zdWYk3kT,539347711.3189607
OsjsbMMgKgovRTk2,4575134.917144208
QvoUBJknCLftjUU0,13704879.645176185
Afjjm6CkG8dZo6OE,1471568.1457574838
W0cLXW9frbcSwuC9,7298428.993136853
zC7hzK78U81hpDEG,806090.3784517956
mzH5SvOrRZMcTb3n,9909973.38548405
AGVbuClWykBxzPpb,43767520.60797076
Z6vMNaMXR8E2gcIU,9226829.79316696
N7FRMJ3hgQwfo1iN,5785216.577864257
jyKCqmgaCBs1R5iK,9378477.286881406
KGdN81DHpFvcVTWf,13189905.733460378
oEslaw1NKEwgpXUf,18739945.32503385
JnHUpz9gPQhtqd3U,1150394.1330003354
j75Tml208GAPF0ZT,1502800.3334863756
XcPpoaJn055moHJj,2372475.383415413
WANQg2FCfpBEhDr2,29823581.0104366
L6y4nBs2Zgeo15wn,3636125.92321838
FbOhSq5jm5HxTRYP,2348137.8245583456
TPXOb7vFP9DnYxE4,3442419.6610776954
NAPUQh4xFzH26QfH,4153674.64705907
QNguheAhZm7YQHam,4419234.426053852
wZ7dGYIo0H4BDqHq,8139049.172868396
wGFXdPqwvY1rYpQb,8225273.088069847
v0g7kjWLOxF9i3bH,56565941.90349913
tKEgaj3SpF7MX1Lx,3196362.971124548
GRKatZcaqWCvwCqT,913858.0769937627
UqRU7fxTRPVGNkkN,7364597.01305844
Z3j3wsMfNEI4syDN,2491226.7353289695
Sn2SUoc6dIXb40Yv,1063437.6187088012
gdaG1pBiHSca2Bmf,7651737.312748885
P8VJ9OpNOzi1pNHs,2238521.890446165
ERFxy1azCrajGP3q,2500686.210037376
z00qPV7VEUhIAypg,1509991.5372920844
xmGVL8St30J9SJ1e,3035893.898477492
iuxiZi3C6ZUa1YBu,9449902.851401087
EOz8xhQVHxKBO6dp,5337510.621175665
z8ABzKTS6c05meQ7,13072837.975347353
aoMjwZlKLyn23eLG,2873452.9370244574
PPXYuMG7KRnHWU7m,2541443.5232321015
Hvq1x5a6WWYC72Kj,5307826.634497397
mroqSuY3Lhzj4qwY,28146142.101978462
VPqfAXR2SFZidsdv,13323710.29875965
knNaEtdD9y4xVYXf,4247028.535837066
Z1oHXu9mV3VDjlUX,5892135.455470513
B6sklEIe4jOQbQ7y,4433767.887814148
zRKJAGjv3Otkog5j,1712001.8334536832
gwZYP0QegoM1o8XH,3690059.062081494
SbB2CCkhKq5geOMa,2917253.884956059
RDqhroeuoXxU7g3l,3730856.34044089
k2XTiqNucNtmOM0P,7724139.062270251
y3r6qkIAZJCH4Bl6,11891795.007849628
JYrFLGonYMChc3S0,1272911.628584357
ttTAgCyZcjj4XNaw,942726.4999053075
KlILMXtubFCLXNQs,5845227.101809392
EC6iErlPbg9KdQgm,1957601.1389540033
tX892BaqfnSORhJO,16459763.212373162
YyHL06puF4yThClZ,7424783.19590476
Wdak4Ahbtg1vxW8z,28534326.28278619
VVvppAbrpUbCGyqr,5730843.968967784
roaRzR8rcOGClB8Y,6804986.539635833
pJ5BEyHtdkCUZig5,3174568.9483348
fX0PPuP18QBEfdYk,4040278.6507199905
XfG52ndMtJhIpXQ7,7821854.401116537
kmT9RNLFgZcCP4qJ,5788843.975264117
pTbBhjnETaFwPgYt,1349039.4627991214
IGe1Q4QaA5vbOAUv,35089748.03357151
lg4LiPwspfhdfdEz,9848685.074018203
ynZPsnqCi5gFtSo2,10616104.247075507
kum5RaK8OCRYfRCL,4022385.1854321677
RDuHaE0ClNtK6kGH,1577677.3285594077
iRAHsGxzoPySxxS0,3442165.0145550272
vHmW6y9nlz0lJQyZ,2760131.126926247
b1UXxwiJiyu23FDd,2279113.3089484763
Xd4zehBZFk2ySozC,79762255.26575923
tQnYe5oeR1AYOqPq,11362861.366358796
YdFynogNns4LP1ys,13316101.078009548
jXYeqeXt44QI9H3Z,3657515.920270826
Ar3WVfsk4ue0khNC,2033868.0790407716
qbDkoK4I7AXWNN0F,2273527.6566444603
zVrJHctlDMZrgSRX,27122211.14942349
tFXJMLESkx7F626M,2561998.549920004
cU9o0HShjhkVG0aA,4813644.470292091
gswsq5jNeDy8cslD,17676715.831930615
X2paTKayGacJEdQk,9088355.864576537
NJYAPujtH1ZGkFH6,43611846.66695955
t7JUNMtfU9aAZbFy,10652414.444527993
yPcc6tzVj7wWszhR,7261371.233531805
pEnZkUYbYyIe5eHU,9059371.81012439
cDGiEwRMaEk6ILm4,5156314.767881577
qWHLhIF1IcSdDnas,3018447.4454395166
CSXDxxvDA1sLozvj,20469922.132663038
Pa3gj4P3dnTTqCBQ,7144011.453338958
QTVI4Dog1YbjVgmH,2962795.54998489
qT3Js3sVcxAau2U0,6667163.3673608
Xa9SKgTqRQH9G3AZ,893253.7196535647
u8gKhfoWZz7ySjyx,4204671.44853191
hntBFyRN7WkEPmhV,7906500.886229908
LeWWsjS1zU7xBlan,1794084.5961957893
IlCkGLRpUCKViMZs,11340236.922098204
Zu2BIyMBKqKADghc,3340612.7555815973
drzAOTGxpDdMQFMZ,7032657.952827256
zzNxAsYc4pCLb8cT,26524590.785464626
W2Xf9MhCFy4SVz5O,2338632.030659373
cHc2ax8CLDnTbq5k,3598381.6695778184
AgU5cPhryY8kmRkO,5682810.852504246
ivYExq1o9KISbE9G,1437071.4627803878
cDddzzxltOWjQRy1,3116742.545044313
aqudhKZ7GPrKJ6tl,6936260.478344728
qlop7geh3C82s5XC,22601629.7613223
IXQIVe4zX5z7guwN,5756123.644728794
O9ncDr3lyvkT6WG7,16205743.441269152
GZejKzKBSP3B68fa,3894551.397758533
SWPKRlVBvWvIfKZX,10414316.834812412
Nwo8qlPTyycuiSYq,10906053.937254671
HedYuHjg7bxf5szU,6816783.429215068
Ibce2HgqQVZXq0kS,2017198.997793242
dSLYzSjuBNcq8C9d,17866869.092168976
gKLvsyBSAmEBbMvF,10381723.60093997
jbTqVadWCD7tkxKH,5490686.883881522
M2eMImjGPrLp46Vy,6024196.728634911
Q02kxoKHEgq6odY1,1474170.8588485855
NDVA6InA69aY0tnS,6641172.886822048
K3cujKe4iAw8ft0M,5385379.334757909
XR1alkVA5gx3uSc8,3451657.378054314
Bu6ogaFYoQC9E1hr,1452854.8716749859
ouD5dvoF9FcKNurh,8844506.586097497
KmJmalg54EdnwOO9,10143074.12079258
pjYnpJq7qn88pB4B,2088506.5641378975
jNs6R58FVvpwqrpE,6823752.323582974
ZJAHJQRFXVpaeVIO,6780731.208826813
L7MAfPGr9843eNn3,10934721.315471465
PMVzQFZ1oqvNwE3x,7210628.902200297
nY8ArxLsiCcHfFBq,5639241.956526907
Aj23Ycku3MWasBsw,38039880.17095615
wJJchGQuVWt16PTj,8930216.124909094
VnbKqq3GC6gstRGR,4957291.40759203
QRcgAZF0K0O4BQ7R,10493110.809458159
TwpKdwXTUH2vH10x,1461552.8457929806
neFHdDnQuG83Crck,9232338.370558066
yWqeSPpclUyCXRb7,2081019.499729488
OwcpuuAKcn8sz3Sd,10826217.991825743
BPmx8DAKF5VruB28,4800108.887295075
mmDRdiG5edvPePfJ,3872073.994826664
mEluLVLmqzdAOkkG,15977698.477283701
nzX7dScC30Tro0an,7034696.085898807
I0qkf0r1CbyMkLWf,2420497.5319162444
XU5vKK7RjFSX1QkH,4481187.904829326
VlsCMTYjtYdPCOOA,64822853.56867565
f8SQJAAjEFrDY5y2,19792508.935214963
MmrsUZRkrKEwyTY8,4723909.201921966
OW9HoxO50CCBk1Pe,50945617.49076714
fXWUOtuKt0Y8EPSl,2593534.8142249635
dtKtnjBHjMiJhEeL,2949999.160710734
b3diIzI4mmk42gVt,4655360.775560342
nnj1Q9FBg9QFjUvV,2647835.8012687545
sGiR7swpmx0Vd02j,17804969.025799524
zQpsYHN08e7nBqM4,9430881.500226006
xVk7dorRag0EuYpS,14967832.874889545
I8JruEIKQLcZzqaw,16412083.391920477
LJUNgrAIUyx1QSPT,1453582.6122757867
H0GayXpDlhBrY2TA,9238938.688873203
kLJs9hlLD2krtNLj,2850064.359305671
we4T3Jh7wf43EoJN,2813185.264331202
RPcLiSKWPnM9ZXtb,3104461.852743338
DDsLoEVe8PYipRWH,5653162.76873498
PNjSfpx4Qb0d85Gw,26182241.322461434
Wz6BDeQaj9P651yq,8912609.889932377
SPnzSJPNc5CQHsXX,6211626.231303046
JCF2wlC2DaLEfuH3,68480372.8125411
lkMo1HYVrxK9P70k,2997142.695450875
Wrn8ymMqf2o5UamQ,8741374.29008895
RRrvlgpMOAtg4MZs,1211339.762849647
xFwGaXYdYN31l6SX,2007885.9322843922
Yw6cx5wy3kBWK0RY,6638879.628098893
adMKSdZaIjbXJtad,10591847.85739552
undm2Q6yzJBLfpUQ,5920313.713637264
OBCkvNvEdk4rbM5m,18984070.365290683
oEr6UXkxdBBDicHO,3375592.9948257585
kHJB2mqC9KaielRK,40926749.96679327
dX0GvNfoKEyCwq1u,823779.7031488736
ZNvK7TtK7jnV2o3T,10575569.363108322
ZlgwB7LvXugzhaF0,6652012.251407623
yBXgqNNxSqlu3DI2,10271548.474430567
RN1VqAS1dpX4aRS8,1567293.2564256187
TrUv0zHcWpeHWxgr,2152074.4018488117
hvjOty1pbfVT3EVK,5346345.845043817
VVuzs8mA59Tqq9Zn,10304202.708123967
HbbHzMgEdn4Yy9Yt,5072708.387468479
MOvT9KBgfEyCWkmJ,6171775.388545724
w9186Tj6DTPuilmK,8867279.842668002
hbZ1XXmHe4ImeXaW,1789801.1283537294
ghXvuILC3wxnLrUy,1035351.6625658403
FbhDbtHaOZnJVNek,8998147.23864646
hgt7n5cWBX3NjrM9,3352144.351980823
Lf7jmDSJRgk6ZeV5,1690408.24266643
ajDeaAtERs0MbhJL,2748081.344943073
MFagtoFyhh3Y4tjB,2194906.647659628
PQIF0gf2hOmEi3ZX,1934711.1606135038
bdwCux0Qfq5NHfB2,9348054.760252742
RB1JtNHm1GgHOib4,5738912.59224495
GpOIWMrPhHK8XODq,2062659.3822411152
T87nmozOjIscHzl0,19526177.96705462
eifPFMeUF3oCPSwk,6741712.7768016225
LfDjwYx2diBqGFoK,3508396.3823778452
qCBhEjCucRJhKDt3,16721151.305180367
r3N5j9F7eIQTPXBF,7329078.899174106
PBGpBVSTcaqAQCRQ,1785401.7525902807
h4CuBdWAtIDis1uq,6546826.4352478655
MhmGpSuOGuT952ko,1655373.287590959
IF4Vi6jlcrpWQAih,668211.8394951157
XgyrgXyT7sx2dMR7,4183590.0611704066
HETWrU5FITdD5h5t,4889814.799258583
rG2QcEzINh20ueFd,3496809.6178459064
x6gguy0T8phCpRnO,686941.301342957
BNqotaMd4JU2lbt1,4680554.475730358
heV1zTCVN1mZuzco,37335059.61318085
FZM1jY4oRp82gkAL,11411647.964778027
zll3kyPfsfE8hFR3,2700021.002459672
quv6pwkePJ8eo0oE,14907461.315604525
ftmI8WmjhQEYgh1R,17409973.497439474
PBtdE2HMAWojMXNm,1828397.1243805552
M3OQLVIJzeN6jxvE,5955900.2512739645
RBYtgsncTRmXNVuO,1566698.8394979057
sdF2zImgOlXkTiFn,2940743.9184092986
cRIsEIzuDBRQk1mz,2411687.7884089844
Q33FS79BATqeAayF,2117468.9664203995
aK8Qk2eSquBXse9Y,6420602.185626655
EMoV5bd78KaV5s9O,9191697.179018438
BRAidOmA2a0kGGAx,33549939.19461747
Z1quSCADpst4XfoV,2674897.1971000056
XXIUSoTftcLiHElZ,1613049.7866450136
gBX6va6Ug1TOb4tQ,9254616.71387673
SxJHtRJ4LYUfGoy0,7876885.866127283
AWyD0cSOWH2Y4vyF,1017437.0886292488
P3XuLzgRZor9Pm1k,8366735.336392376
cEODIVGP8xuqMYhc,1295735.4539808156
TTujVaosIN5uGsP9,2988928.540942703
Nc6LQl8oqj8ANhIa,41664463.12730683
FzmNsZ4fs205slZG,888362.9396827947
o9JB3RMJ6GhV3NNB,7865625.841764774
p3Ym3bTGzPoJjLFs,8363523.087219779
PXU18LpmQhZeXOgr,72450919.32013087
MKQJIXOpmsqwZL1L,2764226.1697858204
gYCqde4ysY3xtg22,5100470.006082073
CxufRY3w55z1w9h3,9916884.99114336
w66pIqWyXX1UUpBY,7109792.257363244
WqyO9hz09gxRQexG,56786937.071166836
kw4VsXRqhHU5d1M4,2064597.8834930619
u48dN0Rc48k62hgG,5654206.636423963
HiHUuRvJsOoPT37W,2726368.3608049853
Drooz3EqvU3W4ivV,2933913.940159162
NpTFZVNYW515zEWp,9623979.883856095
R8zYyV2jLARWNsBl,9174418.05767338
dqLv97VWU6xCdQTi,10128665.347285971
o3f5CoYRNzuyOj2Z,40286795.74081958
n3ipl0i0Dg0GULrW,1476236.6124072608
EmqzFO3zur2kr3Ec,1586527.4458737532
L0Bz0B6fmiGHIrix,5781278.952080265
K7x1aej6aUP7N7CG,1014158.4088435809
bw14TNzJNkcf0ar3,3058256.808133245
sQeV3lbfPdOMUiHu,10592447.85044405
i7226z7dwwaif4pV,4641777.121139867
cxOo3WaXbwGbeOee,1531048.62312247
tpccg2eRcqPnOGF2,2517585.0254199444
XQSUBM24Wi3OSSFY,8949956.490753075
C68VjX1kafcQPFoG,1104334.3078839765
drgHPDP5ZpPV2W2k,27115947.04040759
A1jlN60081BxSJNp,7235576.676122931
MG6ZM2bgkNZHQp4q,3265276.9903381797
fRaJc6VglYugzyqy,9404932.649067035
JRLYHMycpd7Vhhby,11739254.570712347
aYszwqudWVbog2On,7822254.038402363
CG1I6jEtcw9Ps8Sq,4658840.01090178
UBRkHKUUpyZKy0r4,2410065.5531762196
meG7f80CgeEnHHKX,2009166.8516742296
MfcbpQbU4VatAshz,3230962.5806112178
F10DcXHz3Emhp408,24714920.13412696
z0DZhPDqEoVwrDNb,31166058.326552533
OzD9n0vOs3ybdGj7,3661133.460437686
STPrTaxcvZ4qkKbj,1801013.7073339096
BiSrWBUJZKi4GJBx,3855180.5444185627
sD39FCpcEzBuqVXF,4980472.577860467
r5toLGHkYcxsv9Gb,23332013.078780595
m2SjFuUI6We2s2YL,41661370.666306034
xWBW2e821hqavHNt,6089923.079279035
C68CMwh0Xi39MUKR,1565426.835151296
SKpwIQ1JlAUyUqGe,1230210.694782782
hEE1kVUKH51k69pe,6909048.322615471
NOJokWW8pyvmCi94,6731763.926684477
